loan,duration,poutcome,job,y
no,345,other,housemaid,yes
no,325,success,technician,yes
no,452,unknown,admin.,yes
no,247,success,management,yes
no,363,unknown,retired,yes
no,359,success,management,yes
no,737,other,retired,yes
no,369,unknown,housemaid,yes
no,265,failure,retired,yes
no,401,unknown,blue-collar,yes
no,295,success,blue-collar,yes
no,222,failure,admin.,yes
no,205,success,services,yes
no,660,success,unemployed,yes
no,271,success,management,yes
no,421,unknown,management,yes
no,167,unknown,technician,yes
no,598,failure,student,yes
no,263,failure,admin.,yes
no,274,success,admin.,yes
no,275,failure,management,yes
no,319,unknown,technician,yes
no,258,success,student,yes
no,301,other,retired,yes
no,561,success,management,yes
no,304,success,retired,yes
yes,25,success,services,yes
no,423,unknown,student,yes
no,217,unknown,services,yes
no,632,success,technician,yes
yes,248,unknown,blue-collar,yes
no,667,unknown,student,yes
no,194,success,management,yes
no,128,unknown,services,yes
no,140,success,technician,yes
no,267,unknown,admin.,yes
no,335,failure,management,yes
no,319,unknown,management,yes
no,396,success,technician,yes
no,386,failure,technician,yes
no,229,success,management,yes
no,398,failure,services,yes
no,273,success,management,yes
no,276,unknown,retired,yes
no,229,failure,management,yes
no,480,success,retired,yes
no,294,failure,management,yes
no,411,other,self-employed,yes
no,250,success,retired,yes
no,968,failure,management,yes
no,414,unknown,student,yes
no,449,unknown,services,yes
no,967,unknown,retired,yes
no,444,unknown,student,yes
no,344,failure,blue-collar,yes
no,483,success,admin.,yes
no,474,unknown,technician,yes
no,464,failure,unknown,yes
no,23,unknown,technician,yes
no,67,unknown,admin.,yes
no,210,other,self-employed,yes
no,562,unknown,retired,yes
no,220,failure,admin.,yes
no,537,unknown,self-employed,yes
no,567,success,retired,yes
no,262,failure,management,yes
no,248,failure,management,yes
no,250,success,admin.,yes
no,305,unknown,retired,yes
no,195,success,blue-collar,yes
no,363,failure,management,yes
no,178,success,self-employed,yes
no,617,success,retired,yes
no,475,other,student,yes
no,317,unknown,technician,yes
no,311,success,management,yes
no,309,success,unemployed,yes
no,337,success,student,yes
no,360,success,services,yes
no,256,failure,management,yes
no,577,success,technician,yes
no,272,success,blue-collar,yes
yes,371,other,management,yes
no,413,success,retired,yes
no,334,other,student,yes
no,603,unknown,student,yes
no,397,unknown,technician,yes
no,817,other,technician,yes
no,247,success,retired,yes
no,276,unknown,student,yes
no,604,unknown,technician,yes
no,897,unknown,retired,yes
no,287,failure,management,yes
no,87,other,student,yes
no,268,failure,retired,yes
no,219,success,management,yes
no,346,success,retired,yes
no,957,success,admin.,yes
no,415,other,admin.,yes
no,252,success,technician,yes
no,552,unknown,retired,yes
no,390,success,blue-collar,yes
no,250,failure,unemployed,yes
no,198,other,student,yes
no,392,success,retired,yes
yes,815,success,services,yes
no,745,failure,unemployed,yes
no,574,success,retired,yes
no,316,success,student,yes
no,486,unknown,blue-collar,yes
no,205,unknown,student,yes
yes,241,unknown,management,yes
no,268,success,management,yes
no,806,success,unemployed,yes
no,457,other,technician,yes
no,207,other,blue-collar,yes
no,253,success,technician,yes
no,1148,other,technician,yes
no,268,unknown,management,yes
no,173,failure,admin.,yes
no,230,failure,management,yes
no,187,unknown,entrepreneur,yes
no,568,unknown,management,yes
no,204,other,management,yes
no,178,failure,retired,yes
no,165,success,admin.,yes
no,355,unknown,unemployed,yes
no,1008,unknown,blue-collar,yes
no,316,unknown,management,yes
no,143,other,admin.,yes
no,314,success,student,yes
no,355,success,admin.,yes
no,942,unknown,management,yes
no,355,success,unemployed,yes
no,1193,other,unemployed,yes
no,138,success,admin.,yes
no,321,unknown,management,yes
no,248,unknown,management,yes
no,174,other,technician,yes
no,860,success,retired,yes
no,608,success,management,yes
no,351,unknown,admin.,yes
no,366,unknown,technician,yes
no,350,other,management,yes
no,1360,unknown,admin.,yes
no,192,other,technician,yes
no,251,failure,student,yes
no,196,failure,technician,yes
no,396,unknown,management,yes
no,275,success,retired,yes
yes,183,failure,retired,yes
no,546,failure,technician,yes
no,414,success,admin.,yes
no,423,unknown,self-employed,yes
no,336,success,self-employed,yes
no,607,other,student,yes
no,666,success,retired,yes
no,527,unknown,services,yes
yes,267,failure,management,yes
no,606,unknown,management,yes
no,287,success,technician,yes
no,218,success,retired,yes
no,219,unknown,technician,yes
no,496,success,admin.,yes
no,340,success,technician,yes
no,429,success,unemployed,yes
no,844,failure,housemaid,yes
no,471,unknown,technician,yes
no,817,unknown,technician,yes
no,115,other,unemployed,yes
no,462,success,student,yes
no,388,success,blue-collar,yes
no,211,other,management,yes
no,301,unknown,retired,yes
no,169,success,technician,yes
no,332,failure,management,yes
no,349,success,admin.,yes
no,200,failure,unemployed,yes
no,426,success,retired,yes
no,268,unknown,services,yes
no,519,failure,management,yes
no,276,other,services,yes
no,270,success,management,yes
no,417,success,retired,yes
no,478,failure,technician,yes
no,292,success,admin.,yes
no,304,failure,technician,yes
no,852,success,management,yes
no,367,success,retired,yes
no,1005,success,technician,yes
no,283,other,student,yes
no,196,other,management,yes
no,868,failure,management,yes
no,108,success,technician,yes
no,317,failure,admin.,yes
no,341,success,management,yes
no,428,success,management,yes
no,248,success,student,yes
no,249,unknown,student,yes
no,482,unknown,management,yes
no,187,success,retired,yes
no,261,failure,technician,yes
no,279,success,services,yes
no,113,failure,housemaid,yes
no,654,unknown,management,yes
no,392,success,retired,yes
no,676,failure,housemaid,yes
yes,263,success,admin.,yes
no,417,other,blue-collar,yes
no,288,success,retired,yes
no,651,success,retired,yes
no,178,success,management,yes
no,250,success,entrepreneur,yes
no,291,unknown,admin.,yes
no,288,failure,services,yes
no,180,success,admin.,yes
no,198,success,unemployed,yes
no,139,failure,management,yes
no,605,success,blue-collar,yes
no,139,success,housemaid,yes
no,462,success,unemployed,yes
no,296,other,management,yes
no,476,success,retired,yes
no,250,failure,admin.,yes
no,561,failure,technician,yes
no,118,success,housemaid,yes
no,470,success,services,yes
yes,120,success,admin.,yes
no,153,success,management,yes
no,293,other,management,yes
no,231,success,technician,yes
no,203,success,admin.,yes
no,504,success,management,yes
no,274,success,technician,yes
no,172,success,technician,yes
no,374,success,blue-collar,yes
no,480,unknown,technician,yes
no,306,other,management,yes
no,318,failure,management,yes
no,324,unknown,services,yes
no,326,failure,technician,yes
no,736,unknown,management,yes
no,245,failure,admin.,yes
no,215,unknown,housemaid,yes
no,270,failure,management,yes
no,323,unknown,entrepreneur,yes
no,385,unknown,self-employed,yes
no,303,success,management,yes
no,258,success,student,yes
no,304,unknown,management,yes
no,562,success,blue-collar,yes
no,218,success,technician,yes
no,178,success,student,yes
no,174,failure,management,yes
no,356,other,admin.,yes
yes,366,success,admin.,yes
no,221,unknown,blue-collar,yes
no,744,other,blue-collar,yes
no,245,unknown,management,yes
no,239,unknown,management,yes
no,628,failure,admin.,yes
no,265,success,technician,yes
no,97,other,blue-collar,yes
no,245,unknown,student,yes
no,168,success,student,yes
no,503,unknown,blue-collar,yes
no,412,unknown,entrepreneur,yes
no,447,failure,management,yes
no,493,success,unemployed,yes
yes,1064,success,technician,yes
no,263,failure,technician,yes
no,304,success,student,yes
no,507,success,technician,yes
no,223,failure,entrepreneur,yes
yes,164,other,self-employed,yes
no,356,success,technician,yes
no,317,failure,admin.,yes
no,520,success,retired,yes
no,146,failure,blue-collar,yes
no,1363,unknown,student,yes
no,425,success,entrepreneur,yes
no,632,other,retired,yes
no,329,success,technician,yes
no,233,success,student,yes
no,237,success,management,yes
no,361,success,self-employed,yes
no,370,success,management,yes
yes,248,success,management,yes
no,765,success,admin.,yes
no,222,success,technician,yes
no,235,success,blue-collar,yes
no,345,failure,retired,yes
no,352,failure,blue-collar,yes
no,323,success,blue-collar,yes
no,357,success,blue-collar,yes
no,350,success,retired,yes
no,175,success,self-employed,yes
no,411,unknown,admin.,yes
no,361,unknown,student,yes
no,1226,unknown,blue-collar,yes
no,504,success,unemployed,yes
no,312,success,unemployed,yes
no,265,success,unknown,yes
no,201,success,management,yes
no,261,success,services,yes
no,461,unknown,self-employed,yes
no,222,unknown,housemaid,yes
no,633,other,admin.,yes
no,880,success,admin.,yes
no,394,unknown,management,yes
no,177,success,management,yes
no,287,success,technician,yes
no,199,other,management,yes
no,211,success,retired,yes
no,318,unknown,technician,yes
no,239,other,services,yes
no,205,success,technician,yes
no,265,success,blue-collar,yes
no,855,unknown,retired,yes
no,418,success,student,yes
no,1120,unknown,retired,yes
no,253,unknown,admin.,yes
yes,185,failure,admin.,yes
no,443,failure,housemaid,yes
no,634,other,self-employed,yes
yes,34,unknown,admin.,yes
no,415,other,management,yes
no,222,unknown,management,yes
no,840,success,management,yes
no,729,failure,admin.,yes
no,300,other,management,yes
no,481,failure,services,yes
no,199,success,blue-collar,yes
no,193,success,admin.,yes
no,400,unknown,retired,yes
no,327,unknown,student,yes
no,265,success,management,yes
yes,238,unknown,management,yes
no,293,success,admin.,yes
no,532,success,retired,yes
no,1440,failure,unknown,yes
no,291,unknown,entrepreneur,yes
no,529,success,technician,yes
no,236,other,management,yes
no,362,other,management,yes
no,799,unknown,student,yes
no,404,success,unemployed,yes
no,382,success,student,yes
no,431,success,student,yes
no,252,success,admin.,yes
no,213,success,services,yes
no,219,success,technician,yes
no,310,failure,management,yes
no,194,failure,management,yes
no,245,unknown,unemployed,yes
no,440,failure,entrepreneur,yes
no,369,other,admin.,yes
no,255,success,admin.,yes
no,312,unknown,retired,yes
no,224,other,blue-collar,yes
no,415,other,technician,yes
no,908,success,services,yes
no,250,unknown,admin.,yes
no,314,unknown,unknown,yes
no,337,success,management,yes
no,201,unknown,management,yes
no,288,unknown,retired,yes
no,492,other,blue-collar,yes
no,638,success,management,yes
no,210,success,admin.,yes
no,220,success,management,yes
no,246,success,unemployed,yes
no,630,unknown,student,yes
no,708,success,management,yes
no,358,success,student,yes
no,606,success,retired,yes
no,1081,unknown,management,yes
no,216,success,management,yes
yes,261,success,retired,yes
no,1405,failure,retired,yes
no,679,unknown,student,yes
no,404,success,unemployed,yes
no,430,unknown,student,yes
no,202,unknown,management,yes
no,209,success,management,yes
yes,305,failure,unemployed,yes
no,204,success,admin.,yes
no,167,success,retired,yes
no,386,success,technician,yes
no,268,success,admin.,yes
no,1042,failure,student,yes
no,211,success,retired,yes
no,255,success,management,yes
no,256,unknown,admin.,yes
no,218,success,unemployed,yes
no,323,other,services,yes
no,273,failure,student,yes
no,358,unknown,management,yes
no,279,success,retired,yes
no,221,failure,admin.,yes
no,211,success,retired,yes
no,409,failure,admin.,yes
no,230,success,management,yes
no,404,success,retired,yes
no,808,failure,retired,yes
no,340,unknown,student,yes
no,251,success,retired,yes
no,506,unknown,entrepreneur,yes
no,331,failure,blue-collar,yes
yes,316,success,management,yes
no,200,success,management,yes
no,953,unknown,admin.,yes
no,385,failure,management,yes
no,511,success,retired,yes
no,216,unknown,student,yes
no,213,success,management,yes
no,390,unknown,blue-collar,yes
no,173,unknown,technician,yes
no,225,success,technician,yes
no,143,failure,management,yes
no,574,unknown,admin.,yes
no,193,unknown,retired,yes
no,270,other,housemaid,yes
no,303,failure,retired,yes
yes,319,unknown,management,yes
no,190,unknown,student,yes
no,414,other,management,yes
no,393,success,self-employed,yes
no,452,other,retired,yes
no,327,unknown,student,yes
no,1334,unknown,admin.,yes
no,294,other,management,yes
no,285,failure,student,yes
no,164,success,management,yes
no,328,failure,management,yes
no,231,unknown,retired,yes
no,336,success,management,yes
no,185,unknown,services,yes
no,263,success,management,yes
no,175,success,technician,yes
no,208,unknown,entrepreneur,yes
no,397,failure,technician,yes
no,569,unknown,management,yes
no,155,success,management,yes
no,183,success,admin.,yes
no,182,success,management,yes
no,396,unknown,technician,yes
yes,183,failure,unemployed,yes
no,744,unknown,management,yes
no,856,unknown,management,yes
no,305,failure,housemaid,yes
no,209,unknown,services,yes
no,409,success,management,yes
no,427,failure,unemployed,yes
no,156,unknown,admin.,yes
no,244,success,management,yes
no,272,unknown,blue-collar,yes
no,203,unknown,management,yes
no,272,success,self-employed,yes
no,173,other,admin.,yes
no,232,success,management,yes
no,224,failure,blue-collar,yes
yes,249,success,management,yes
no,395,unknown,services,yes
no,262,success,services,yes
no,188,other,retired,yes
no,1298,unknown,management,yes
no,282,success,services,yes
no,600,success,management,yes
no,232,success,retired,yes
no,245,unknown,retired,yes
no,845,success,management,yes
no,271,unknown,services,yes
no,311,success,student,yes
no,486,unknown,retired,yes
no,649,unknown,self-employed,yes
no,808,unknown,self-employed,yes
no,608,failure,management,yes
no,275,unknown,unemployed,yes
no,218,unknown,admin.,yes
no,1246,unknown,management,yes
no,194,unknown,student,yes
no,319,success,services,yes
no,251,success,technician,yes
no,369,failure,admin.,yes
no,363,success,admin.,yes
no,401,unknown,admin.,yes
no,450,success,unknown,yes
no,285,success,technician,yes
no,405,success,retired,yes
no,463,success,management,yes
no,212,unknown,admin.,yes
no,165,success,student,yes
no,383,failure,management,yes
no,203,success,management,yes
no,187,success,blue-collar,yes
no,323,unknown,student,yes
no,209,failure,management,yes
no,169,success,management,yes
no,216,success,self-employed,yes
no,190,success,self-employed,yes
no,194,success,blue-collar,yes
no,252,success,management,yes
no,585,success,technician,yes
